JCAT , SatcatLaunch_Tag Piece     , Type     , Name                        , PLName                      , LDate      , Parent      , SDate              , Primary, DDate              , Status Dest   , Owner       , State , Manufacturer, Bus              , Motor       , Mass     , DryMass   , TotMass  , Length, Diamete, Span   , Shape                    , ODate      , Perigee, Apogee, Inc   , OpOrbitOQU AltNames, STATUS, OBJECT_NAME             , OBJECT_ID , EPOCH                     , MEAN_MOTION, ECCENTRICITY, INCLINATION, RA_OF_ASC_NODE, ARG_OF_PERICENTER, MEAN_ANOMALY, EPHEMERIS_TYPE, CLASSIFICATION_TYPE, NORAD_CAT_ID, ELEMENT_SET_NO, REV_AT_EPOCH, BSTAR         , MEAN_MOTION_DOT, MEAN_MOTION_DDOT, LAST_UPDATED       , DATA_SOURCE               , TLE_LINE1                                                            , TLE_LINE2                                                            , N2YO_SAT_NAME              , TLE_FETCHED
38256, 38256 2012-020   2012-020A , P        , Tianhui 1-02                , Tianhui 1 hao 02 xing       , 2012 May  6, A07924      , 2012 May  6 0721   , Earth  , -                  , O      -      , GCDX        , CN    , DFHZ        , CAST-2000?       , -           , 1000    ?, 1000    ? , 1000    ?, 1.0  ?, 1.0  ? , 3.0  ? , Box + 2 Pan              , 2012 May  6, 490    , 506   , 97.37 , LLEO/S -           , ACTIVE, TIANHUI 1-02            , 2012-020A , 2025-10-03T14:50:29.644224, 15.73279   , 0.00046302  ,     97.6166,       106.6606,          279.189 ,      80.8849,            0.0, U                  ,      38256.0,          999.0,      74782.0, 0.00063000873 , 0.0008739      , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 38256U 12020A   25277.50881229  .00079465  00000-0  57000-3 0  9993, 2 38256  97.6165 107.6342 0004643 275.0866  84.9867 15.73422799747968, TIANHUI 1-02               , YES
38257, 38257 2012-021   2012-021A , P        , Yaogan Weixing 14           , Jianbing-11 01 xing         , 2012 May 10, S38259      , 2012 May 10 0719   , Earth  , -                  , O      -      , ZZB         , CN    , CAST        , JB-11            , -           , 3000    ?, 3000    ? , 3000    ?, 2.0  ?, 2.0  ? , 8.0  ? , Box + 2 Pan              , 2012 May 12, 469    , 473   , 97.24 , LLEO/S -           , ACTIVE, YAOGAN-14               , 2012-021A , 2025-10-03T14:23:38.355936, 15.23672681, 0.00064491  ,     97.2695,        55.4807,           43.8748,     316.3   ,            0.0, U                  ,      38257.0,          999.0,      74669.0, 0.00049303465 , 0.00011773     , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 38257U 12021A   25277.51916664  .00009908  00000-0  41528-3 0  9991, 2 38257  97.2698  56.3716 0006409  41.3874 318.7848 15.23691634746839, YAOGAN 14                  , YES
38331, 38331 2012-023   2012-023A , P        , JCSAT 4B                    , JCSAT 13                    , 2012 May 15, S38334      , 2012 May 15 2239   , Earth  , -                  , O      -      , SKPJ        , J     , LMCSS       , A2100AXS         , BT-4?       , 4528     , 2000    ? , 4528     , 6.0   , 2.6    , 27.0   , Box + 2 pan              , 2012 May 30, 35763  , 35802 , 0.05  , GEO/S  -           , ACTIVE, JCSAT-13                , 2012-023A , 2025-10-03T12:31:38.469792,  1.00269743, 0.00028479  ,      0.029 ,        98.2529,          100.8863,     125.2608,            0.0, U                  ,      38331.0,          999.0,       4896.0, 0.0           , -3.56e-06      , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 38331U 12023A   25276.52197303 -.00000356  00000-0  00000-0 0  9993, 2 38331   0.0290  98.2529 0002848 100.8863 125.2608  1.00269743 48967, JCSAT 13                   , YES
38332, 38332 2012-023   2012-023B , P        , Vinasat-2                   , Vinasat-2                   , 2012 May 15, S38333      , 2012 May 15 2248   , Earth  , -                  , O      -      , VNPT        , VN    , LMCSS       , A2100A           , BT-4        , 2964     , 1500    ? , 2964     , 4.4   , 1.9    , 18.9   , Box + 2 pan              , 2012 May 23, 35716  , 35761 , 0.08  , GEO/D  -           , ACTIVE, VINASAT-2               , 2012-023B , 2025-10-03T14:16:34.800672,  1.00269823, 0.00020863  ,      0.0073,       253.029 ,          295.5085,     170.0106,            0.0, U                  ,      38332.0,          999.0,       4408.0, 0.0           , -3.28e-06      , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 38332U 12023B   25276.59484723 -.00000328  00000-0  00000-0 0  9995, 2 38332   0.0073 253.0290 0002086 295.5085 170.0106  1.00269823 44084, VINASAT 2                  , YES
38337, 38337 2012-025   2012-025A , P        , Shizuku                     , GCOM-W1                     , 2012 May 17, S38341      , 2012 May 17 1702   , Earth  , -                  , O      -      , JAXA        , J     , NECTF?      , GCOM             , AOCS        , 1991     , 1841      , 1991     , 5.1   , 3.4    , 17.5   , Box +2 pan + dish        , 2012 May 17, 663    , 735   , 98.17 , LEO/S  -           , ACTIVE, GCOM-W1 (SHIZUKU)       , 2012-025A , 2025-10-03T13:45:11.547648, 14.57117464, 0.00016341  ,     98.2087,       215.7375,           84.8736,      88.288 ,            0.0, U                  ,      38337.0,          999.0,      71166.0, 0.00041490278 , 1.825e-05      , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 38337U 12025A   25277.45427689  .00001503  00000-0  34353-3 0  9992, 2 38337  98.2089 216.6061 0001621  84.4089  28.6050 14.57119819711799, GCOM W1                    , YES
38338, 38338 2012-025   2012-025B , P        , Arirang-3                   , KOMPSAT-3                   , 2012 May 17, S38345      , 2012 May 17 1655   , Earth  , -                  , O      -      , KARI        , KR    , KARI        , Kompsat          , -           , 800      , 700    ?  , 800    ? , 3.5   , 2.0    , 6.9  ? , Hex + 3 pan              , 2012 May 25, 665    , 678   , 98.18 , LEO/S  -           , ACTIVE, ARIRANG-3 (KOMPSAT-3)   , 2012-025B , 2025-10-03T15:26:31.334208, 14.61573091, 0.00057892  ,     98.3188,       230.7577,          171.612 ,     188.5179,            0.0, U                  ,      38338.0,          999.0,      71386.0, 0.00032803313 , 1.581e-05      , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 38338U 12025B   25277.53339787  .00001329  00000-0  27718-3 0  9996, 2 38338  98.3190 231.6529 0005856 168.9012 191.2319 14.61574649713998, KOMPSAT 3                  , YES
38339, 38339 2012-025   2012-025C , P        , SDS-4                       , SPAISE/SDS-4                , 2012 May 17, S38341      , 2012 May 17 1712   , Earth  , 2019 Apr 24        , N      -      , JAXA        , J     , JAXA        , SDS-1            , -           , 50       , 50        , 50       , 0.5   , 0.5    , 1.5    , Box + 2 pan              , 2012 May 24, 662    , 673   , 98.17 , LEO/S  -           , ACTIVE, SDS-4                   , 2012-025C , 2025-10-03T13:49:04.398240, 14.75116196, 0.00077239  ,     98.1441,         5.9231,           47.223 ,     312.9627,            0.0, U                  ,      38339.0,          999.0,      71814.0, 0.00043210879 , 2.864e-05      , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 38339U 12025C   25277.52539306  .00002329  00000-0  35278-3 0  9996, 2 38339  98.1443   6.8786 0007678  44.5505 315.6320 14.75120112718283, SDS-4                      , YES
38342, 38342 2012-026   2012-026A , P        , Nimiq 6                     , Nimiq 6                     , 2012 May 17, S38343      , 2012 May 18 0426   , Earth  , -                  , O      -      , TCANL       , CA    , LOR         , SSL-1300         , R-4D        , 4745     , 2000    ? , 4745     , 5.6  ?, 2.6  ? , 26.0   , Box + 2 pan              , 2012 May 25, 35738  , 35748 , 0.03  , GEO/D  -           , ACTIVE, NIMIQ 6                 , 2012-026A , 2025-10-03T13:12:57.010176,  1.00270428, 0.00028574  ,      0.0422,        74.1425,          117.7966,     287.706 ,            0.0, U                  ,      38342.0,          999.0,       4784.0, 0.0           , -1.73e-06      , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 38342U 12026A   25277.47834052 -.00000173  00000-0  00000+0 0  9998, 2 38342   0.0451  72.5720 0002876 117.9178 264.0358  1.00273627 47841, NIMIQ 6                    , YES
38352, 38352 2012-028   2012-028A , P        , Zhongxing 2A                , Shentong-2 01 xing          , 2012 May 26, S38353      , 2012 May 26 1621   , Earth  , -                  , O      -      , ZZB         , CN    , CAST?       , DFH-4            , TQS492-2    , 5000    ?, 2500    ? , 5000    ?, 5.0  ?, 2.5  ? , 30.0  ?, Box + 2 Pan              , 2012 Jun  8, 35780  , 35792 , 0.19  , GEO/S  -           , ACTIVE, ZHONGXING-2A            , 2012-028A , 2025-10-03T15:49:48.361728,  1.00269637, 0.00033595  ,      0.784 ,        87.5493,          140.7344,     120.0365,            0.0, U                  ,      38352.0,          999.0,       4872.0, 0.0           , -2.91e-06      , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 38352U 12028A   25277.51587613 -.00000291  00000-0  00000+0 0  9995, 2 38352   0.7863  87.5250 0003183 141.1481  68.7641  1.00272942 48730, CHINASAT 2A                , YES
38354, 38354 2012-029   2012-029A , P        , Yaogan Weixing 15           , Jianbing-9 02 xing          , 2012 May 29, S38355      , 2012 May 29 0744?  , Earth  , -                  , O      -      , ZZB         , CN    , SAST        , JB-9             , -           , 1040    ?, 1040    ? , 1040    ?, 1.5  ?, 1.5  ? , 5.0  ? , Box + 2 Pan              , 2012 Jun  5, 1201   , 1206  , 100.12, LEO/S  -           , ACTIVE, YAOGAN-15               , 2012-029A , 2025-10-03T14:24:27.501984, 13.18368825, 0.00254784  ,    100.7525,       111.4162,          150.7107,     209.544 ,            0.0, U                  ,      38354.0,          999.0,      64163.0, 0.00012872676 , 4e-08          , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 38354U 12029A   25277.51096963  .00000018  00000-0  16587-3 0  9998, 2 38354 100.7524 112.3452 0025495 148.6780 211.5857 13.18368921641755, YAOGAN 15                  , YES
38356, 38356 2012-030   2012-030A , P      O , Intelsat IS-19              , Intelsat IS-19              , 2012 Jun  1, S38357      , 2012 Jun  1 0623   , Earth  , -                  , O      -      , INTELU      , US    , LOR         , SSL-1300-O       , R-4D        , 5600     , 2393      , 5540     , 7.7   , 2.7    , 36.1   , Box + 2 pan              , 2012 Jun 11, 35667  , 35870 , 0.17  , GEO/D  -           , ACTIVE, INTELSAT 19 (IS-19)     , 2012-030A , 2025-10-03T12:02:38.433408,  1.00268809, 0.00030105  ,      0.0178,       187.534 ,            4.9028,     166.6876,            0.0, U                  ,      38356.0,          999.0,       4787.0, 0.0           , 0.0            , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 38356U 12030A   25277.50391939  .00000000  00000-0  00000+0 0  9992, 2 38356   0.0173 185.1719 0003114  10.3934 165.2910  1.00268435 47889, INTELSAT 19                , YES
38358, 38358 2012-031   2012-031A , P        , NuSTAR                      , NuSTAR                      , 2012 Jun 13, S38359      , 2012 Jun 13 1613   , Earth  , -                  , O      -      , GSFC/JPL    , US    , OSCD        , Leostar-2        , -           , 360      , 360       , 360      , 1.5   , 1.1    , 11.1   , Cyls-boom-cyl+2 pan      , 2012 Jun 17, 614    , 633   , 6.02  , LEO/E  -           , ACTIVE, NUSTAR                  , 2012-031A , 2025-10-03T16:00:03.000096, 15.05168854, 0.00096148  ,      6.0252,       153.5185,          263.8397,     253.6855,            0.0, U                  ,      38358.0,          999.0,        130.0, 0.0020501673  , 0.00031081     , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 38358U 12031A   25277.58336806  .00011793  00000-0  74483-3 0  9996, 2 38358   6.0256 146.6658 0009808 275.6500 182.5105 15.05185389  1305, NUSTAR                     , YES
38736, 38736 2012-041   2012-041D , P        , Gonets-M No. 15L            , Gonets-M No. 15L            , 2012 Jul 28, S38737      , 2012 Jul 28 0319   , Earth  , -                  , O      -      , GONETS      , RU    , RESH        , Strela-3         , -           , 280      , 280       , 280      , 1.6   , 0.8    , 7.0  ? , Cyl + Ant                , 2012 Jul 30, 1481   , 1509  , 82.48 , LEO/I  -   372AS11 , ACTIVE, GONETS-M 4              , 2012-041D , 2025-10-03T14:39:54.750240, 12.43892893, 0.00236596  ,     82.4784,       231.0853,          254.5915,     105.2551,            0.0, U                  ,      38736.0,          999.0,      59105.0, 0.00025741522 , 4.6e-07        , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 38736U 12041D   25277.49580297  .00000015  00000-0  38394-4 0  9999, 2 38736  82.4786 230.5325 0023657 252.5734 107.2760 12.43892842591163, GONETS M 04                , YES
38740, 38740 2012-043   2012-043A , P      O , Intelsat IS-20              , Intelsat IS-20              , 2012 Aug  2, S38743      , 2012 Aug  2 2121   , Earth  , -                  , O      -      , INTELU      , US    , LOR         , SSL-1300-O       , R-4D        , 6094     , 2989      , 6094     , 8.5   , 3.2    , 32.4   , Box + 2 Pan              , 2012 Sep  2, 35745  , 35769 , 0.03  , GEO/D  -           , ACTIVE, INTELSAT 20 (IS-20)     , 2012-043A , 2025-10-03T22:32:19.039200,  1.00270588, 0.000182    ,      0.0089,       186.7828,          341.4544,     251.2268,            0.0, U                  ,      38740.0,          999.0,       4817.0, 0.0           , -2.4e-07       , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 38740U 12043A   25277.43863743 -.00000023  00000-0  00000+0 0  9998, 2 38740   0.0092 184.4686 0001844 344.1588  71.1575  1.00270724 48182, INTELSAT 20                , YES
38741, 38741 2012-043   2012-043B , P        , Hylas 2                     , Hylas 2                     , 2012 Aug  2, S38742      , 2012 Aug  2 2128   , Earth  , -                  , O      -      , AVANTI      , UK    , OSCD        , Star-2.4E        , IHI         , 3311     , 1532      , 3311     , 4.8   , 2.5    , 23.6   , Box + 2 Pan              , 2012 Sep  4, 35774  , 35797 , 0.05  , GEO/S  -           , ACTIVE, HYLAS 2                 , 2012-043B , 2025-10-03T13:18:11.507904,  1.00272614, 0.00030563  ,      1.7575,        84.2212,          142.1933,     273.1153,            0.0, U                  ,      38741.0,          999.0,       4820.0, 0.0           , -2.56e-06      , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 38741U 12043B   25277.48206721 -.00000255  00000-0  00000+0 0  9998, 2 38741   1.7600  84.2061 0003136 143.6964 246.5403  1.00272138 48219, HYLAS 2                    , YES
38745, 38745 2012-044   2012-044B , P        , Ekspress MD-2               , Ekspress MD-2               , 2012 Aug  6, S38746      , 2012 Aug  6 2300?  , Earth  , -                  , O      -      , KS          , RU    , KHRR        , Kazsat           , -           , 1140     , 1000    ? , 1140     , 3.0  ?, 2.0  ? , 7.0  ? , Box + 2 Pan              , 2012 Aug 13, 266    , 5010  , 49.90 , MEO    -           , ACTIVE, EXPRESS-MD2             , 2012-044B , 2025-10-03T15:29:28.879296, 12.2073043 , 0.16705431  ,     49.8346,       160.9121,          208.7772,     141.0001,            0.0, U                  ,      38745.0,          999.0,      52916.0, 0.0010315009  , 0.00056487     , 4.580429e-06    , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 38745U 12044B   25276.64547314  .00056487  45804-5  10315-2 0  9992, 2 38745  49.8346 160.9121 1670543 208.7772 141.0001 12.20730430529164, EXPRESS MD2                , YES
38749, 38749 2012-045   2012-045A , P      O , Intelsat IS-21              , Intelsat IS-21              , 2012 Aug 19, S38750      , 2012 Aug 19 0725   , Earth  , -                  , O      -      , INTELU      , US    , BOES        , BSS-702MP        , Leros       , 5984     , 3000    ? , 5984     , 6.9   , 3.2    , 36.9   , Box + 2 Pan              , 2012 Aug 26, 35214  , 35787 , 0.07  , GEO/D  -           , ACTIVE, INTELSAT 21 (IS-21)     , 2012-045A , 2025-10-03T13:12:38.561184,  1.00272956, 0.00020909  ,      0.0296,        94.3557,          103.7292,     314.6043,            0.0, U                  ,      38749.0,          999.0,       4795.0, 0.0           , -2.84e-06      , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 38749U 12045A   25277.48492722 -.00000284  00000-0  00000+0 0  9998, 2 38749   0.0332  90.5569 0002125 110.5367 288.9334  1.00272444 47965, INTELSAT 21                , YES
38755, 38755 2012-047   2012-047A , P        , SPOT 6                      , SPOT 6                      , 2012 Sep  9, S38757      , 2012 Sep  9 0440   , Earth  , -                  , O      -      , SPOT        , F     , ASTT        , AstroSat-500L    , AOCS        , 712      , 712    ?  , 712      , 2.7   , 2.0    , 7.0  ? , Hex cyl+3 pan            , 2012 Sep 16, 677    , 679   , 98.24 , LEO/S  -           , ACTIVE, SPOT 6                  , 2012-047A , 2025-10-03T15:04:32.759616, 14.58564714, 0.00010992  ,     98.1662,       342.67  ,           84.8409,     275.2916,            0.0, U                  ,      38755.0,          999.0,      69565.0, 0.00024894891 , 1.112e-05      , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 38755U 12047A   25277.51997249  .00000917  00000-0  20706-3 0  9996, 2 38755  98.1661 343.5463 0001089  85.3000 274.8324 14.58565803695783, SPOT 6                     , YES
38759, 38759 2012-048   2012-048B , P       c, SMDC-ONE 2.2 (Baker)        , ORSES (Colony 2B-S)         , 2012 Sep 13, S38770      , 2012 Sep 14 0044   , Earth  , -                  , O      -      , SMDC        , US    , DUCOMM      , Cubesat 3U       , -           , 4        , 4         , 4        , 0.3   , 0.1    , 0.3  ? , Box                      , 2012 Sep 14, 470?   , 780?  , 64.67 , LEO/I  -           , ACTIVE, SMDC ONE 1.2            , 2012-048B , 2025-10-03T11:11:30.471360, 15.14352702, 0.0133083   ,     64.6555,       293.6541,          250.9559,     107.7109,            0.0, U                  ,      38759.0,          999.0,       7718.0, 0.00097958509 , 0.0002239      , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 38759U 12048B   25276.46632490  .00022390  00000-0  97959-3 0  9991, 2 38759  64.6555 293.6541 0133083 250.9559 107.7109 15.14352702 77186, SMDC ONE 1.2               , YES
38764, 38764 2012-048   2012-048G , P       c, CINEMA 1                    , CINEMA 1                    , 2012 Sep 13, S38770      , 2012 Sep 14 0056   , Earth  , -                  , O      -      , UCB         , US    , UCB         , Cubesat 3U       , -           , 4        , 4         , 4        , 0.3   , 0.1    , 0.5  ? , Box+boom                 , 2012 Sep 14, 470    , 780   , 64.67 , LEO/I  -   Elana-VI, ACTIVE, CINEMA                  , 2012-048G , 2025-10-03T14:20:35.335680, 15.30433492, 0.0101696   ,     64.6484,       228.4517,          244.7912,     114.2649,            0.0, U                  ,      38764.0,          999.0,       7774.0, 0.0011242167  , 0.00038991     , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 38764U 12048G   25276.59763120  .00038991  00000-0  11242-2 0  9990, 2 38764  64.6484 228.4517 0101696 244.7912 114.2649 15.30433492 77749, CINEMA                     , YES
38767, 38767 2012-048   2012-048K , P       c, Aerocube 4.5A               , AC4-A                       , 2012 Sep 13, S38770      , 2012 Sep 14 0105   , Earth  , -                  , O      -      , AERO        , US    , AERO        , Cubesat 1U       , -           , 1.300    , 1.300     , 1.300    , 0.1   , 0.1    , 0.3  ? , Box + pan                , 2012 Sep 14, 478    , 779   , 64.68 , LEO/I  -           , ACTIVE, AEROCUBE 4.5A           , 2012-048K , 2025-10-03T05:17:37.617792, 15.40176796, 0.00870612  ,     64.6451,       198.3348,          247.0391,     112.1541,            0.0, U                  ,      38767.0,          999.0,      33258.0, 0.0016492798  , 0.00076644     , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 38767U 12048K   25276.22057428  .00076644  00000-0  16493-2 0  9990, 2 38767  64.6451 198.3348 0087061 247.0391 112.1541 15.40176796332585, AEROCUBE 4.5A              , YES
38771, 38771 2012-049   2012-049A , P        , METOP B                     , METOP B                     , 2012 Sep 17, S38772      , 2012 Sep 17 1737   , Earth  , -                  , O      -      , EUMET       , I-EUM , EADSB       , Metop            , AOCS        , 4086     , 3769      , 4086     , 6.3   , 3.4    , 17.6   , Box + panel              , 2012 Sep 24, 806    , 810   , 98.74 , LEO/S  -   METOP 1 , ACTIVE, METOP-B                 , 2012-049A , 2025-10-03T14:39:25.274016, 14.21370756, 0.00025832  ,     98.6913,       327.7185,           32.2575,     327.876 ,            0.0, U                  ,      38771.0,          999.0,      67681.0, 0.00017699802 , 3.43e-06       , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 38771U 12049A   25277.45544108  .00000307  00000-0  16041-3 0  9991, 2 38771  98.6912 328.5499 0002540  30.1637 329.9686 14.21371172676937, METOP-B                    , YES
38775, 38775 2012-050   2012-050B , P      O , Beidou DW 15                , Beidou-2 M6 (M2?)           , 2012 Sep 18, S38777      , 2012 Sep 18 1939?  , Earth  , -                  , O      -      , CNSA        , CN    , CAST        , DFH-3            , FY-25       , 2300     , 1300      , 2300     , 3.0  ?, 1.7  ? , 18.0  ?, Box + 2 Pan              , 2013 Feb  3, 21487  , 21568 , 55.05 , MEO    -   COMPASS , ACTIVE, BEIDOU-2 M6             , 2012-050B , 2025-10-01T00:26:14.642592,  1.8623097 , 0.00107353  ,     56.3155,        71.4788,          356.6324,       3.3836,            0.0, U                  ,      38775.0,          999.0,       8848.0, 0.0           , 2.7e-07        , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 38775U 12050B   25277.23994639  .00000030  00000-0  00000+0 0  9998, 2 38775  56.3184  71.3720 0010697 356.3289   3.6822  1.86230890 88541, BEIDOU M6                  , YES
38778, 38778 2012-051   2012-051A , P      O , Astra 2F                    , Astra 2F                    , 2012 Sep 28, S38781      , 2012 Sep 28 2145   , Earth  , -                  , O      -      , SESSA       , L     , EADSB       , Eurostar 3000    , R-4D?       , 5968     , 2660      , 5968     , 5.0  ?, 2.5  ? , 39.0  ?, Box + 2 pan              , 2012 Oct 26, 35782  , 35791 , 0.06  , GEO/S  -   EUTELSAT, ACTIVE, ASTRA 2F                , 2012-051A , 2025-10-03T12:04:03.730944,  1.00275516, 0.00043475  ,      0.0768,       257.2513,          312.6834,      11.7845,            0.0, U                  ,      38778.0,          999.0,       3856.0, 0.0           , 1.51e-06       , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 38778U 12051A   25277.50200065  .00000151  00000-0  00000+0 0  9999, 2 38778   0.0741 256.6893 0004131 309.7880  15.9112  1.00269034 38577, ASTRA 2F                   , YES
38779, 38779 2012-051   2012-051B , P        , GSAT-10                     , GSAT-10                     , 2012 Sep 28, S38780      , 2012 Sep 28 2148   , Earth  , -                  , O      -      , ISRO        , IN    , ISAC        , I3K              , ISRO LAM    , 3400     , 1494      , 3400     , 3.1   , 2.0    , 15.4   , Box + 2 pan              , 2012 Nov  6, 35774  , 35798 , 0.09  , GEO/S  -           , ACTIVE, GSAT-10                 , 2012-051B , 2025-10-03T14:02:36.141792,  1.00271071, 0.00052084  ,      0.0125,       208.8574,          271.14  ,     186.2333,            0.0, U                  ,      38779.0,          999.0,       4752.0, 0.0           , -1.65e-06      , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 38779U 12051B   25276.58514053 -.00000165  00000-0  00000-0 0  9999, 2 38779   0.0125 208.8574 0005208 271.1400 186.2333  1.00271071 47521, GSAT 10                    , YES
38782, 38782 2012-052   2012-052A , P        , Miranda                     , VRSS-1                      , 2012 Sep 29, A07969      , 2012 Sep 29 0423?  , Earth  , -                  , O      -      , ABAE        , VE    , DFHZ        , CAST-2000        , AOCS        , 880      , 880    ?  , 880      , 1.9   , 1.5    , 4.0  ? , Box+2 pan                , 2012 Oct  1, 621    , 654   , 98.03 , LEO/S  -           , ACTIVE, VRSS-1                  , 2012-052A , 2025-10-03T14:06:22.855392, 14.79244523, 0.0018033   ,     97.5889,       261.6424,            1.203 ,     358.9222,            0.0, U                  ,      38782.0,          999.0,      70166.0, 0.0003898602  , 2.856e-05      , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 38782U 12052A   25277.46712755  .00002489  00000-0  34064-3 0  9991, 2 38782  97.5889 262.4728 0017951 358.3205   1.7944 14.79248529701796, VRSS-1                     , YES
39216, 39216 2013-038   2013-038B , P        , Insat 3D                    , Insat 3D                    , 2013 Jul 25, S39217      , 2013 Jul 25 2026   , Earth  , -                  , O      -      , ISRO        , IN    , ISRO        , I2K              , ISRO LAM    , 2090     , 935       , 2090     , 2.4   , 1.6    , 9.5    , Box+2 pan                , 2013 Aug  2, 35470  , 35796 , 0.26  , GEO/D  -           , ACTIVE, INSAT-3D                , 2013-038B , 2025-10-03T14:15:57.360960,  1.00272825, 0.00016462  ,      1.2564,        85.8982,          128.538 ,     141.6691,            0.0, U                  ,      39216.0,          999.0,       4450.0, 0.0           , -3.37e-06      , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 39216U 13038B   25276.59441390 -.00000337  00000-0  00000-0 0  9997, 2 39216   1.2564  85.8982 0001646 128.5380 141.6691  1.00272825 44503, INSAT 3D                   , YES
39222, 39222 2013-041   2013-041A , P ------c, WGS SV-6                    , Wideband Global Satcom 6    , 2013 Aug  8, S39223      , 2013 Aug  8 0109   , Earth  , -                  , O      -      , AFSMC       , US    , BOES        , BSS-702HP        , R-4D-15-375 , 5768     , 2500    ? , 5768     , 6.0  ?, 3.0  ? , 40.9   , Box + 2 pan              , 2013 Sep  1, 35750? , 35850?, 0.01? , GEO/D  -   USA 244 , ACTIVE, WGS F6 (USA 244)        , 2013-041A , 2025-10-03T07:13:03.535104,  1.00269807, 5.367e-05   ,      0.0201,       177.343 ,           35.3646,     132.614 ,            0.0, U                  ,      39222.0,          999.0,       4348.0, 0.0           , 0.0            , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 39222U 13041A   25276.30073536  .00000000  00000-0  00000-0 0  9996, 2 39222   0.0201 177.3430 0000537  35.3646 132.6140  1.00269807 43489, WGS F6 (USA 244)           , YES
39227, 39227 2013-042   2013-042A , P        , Arirang-5                   , KOMPSAT-5                   , 2013 Aug 22, S39228      , 2013 Aug 22 1454   , Earth  , -                  , O      -      , KARI        , KR    , KARI        , Kompsat          , AOCS?       , 1400     , 1400      , 1400     , 4.0   , 2.4    , 7.0  ? , Hex + panels             , 2013 Aug 24, 535    , 552   , 97.60 , LLEO/S -           , ACTIVE, ARIRANG-5 (KOMPSAT-5)   , 2013-042A , 2025-10-03T18:37:51.923424, 15.04506454, 9.63e-05    ,     97.6211,       102.0608,          315.282 ,      44.8328,            0.0, U                  ,      39227.0,          999.0,      66530.0, -1.3191e-05   , -2.45e-06      , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 39227U 13042A   25277.70741244 -.00000308  00000-0 -17726-4 0  9995, 2 39227  97.6211 102.9790 0001032 310.0821  50.0314 15.04512983665446, KOMPSAT 5                  , YES
39233, 39233 2013-044   2013-044A , P        , Es'hail                     , EUTELSAT 25B                , 2013 Aug 29, S39236      , 2013 Aug 29 2057   , Earth  , 2018 Aug  8        , N      -      , ESHAIL/EUTSA, QA    , SSL         , LS-1300          , -           , 6310     , 3500    ? , 6310     , 7.2   , 2.2    , 25.5   , Box + 2 pan              , 2013 Sep  6, 35747  , 35773 , 0.08  , GEO/D  -           , ACTIVE, ES'HAIL 1               , 2013-044A , 2025-10-03T13:46:08.827392,  1.00273415, 0.00026322  ,      0.0689,        34.299 ,          161.7302,      48.514 ,            0.0, U                  ,      39233.0,          999.0,       4405.0, 0.0           , 1.44e-06       , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 39233U 13044A   25276.57371328  .00000144  00000-0  00000-0 0  9999, 2 39233   0.0689  34.2990 0002632 161.7302  48.5140  1.00273415 44053, EUTELSAT 25B (ES'HAIL 1)   , YES
