JCAT , SatcatLaunch_Tag Piece     , Type     , Name                        , PLName                      , LDate      , Parent      , SDate              , Primary, DDate              , Status Dest   , Owner       , State , Manufacturer, Bus              , Motor       , Mass     , DryMass   , TotMass  , Length, Diamete, Span   , Shape                    , ODate      , Perigee, Apogee, Inc   , OpOrbitOQU AltNames, STATUS, OBJECT_NAME             , OBJECT_ID , EPOCH                     , MEAN_MOTION, ECCENTRICITY, INCLINATION, RA_OF_ASC_NODE, ARG_OF_PERICENTER, MEAN_ANOMALY, EPHEMERIS_TYPE, CLASSIFICATION_TYPE, NORAD_CAT_ID, ELEMENT_SET_NO, REV_AT_EPOCH, BSTAR         , MEAN_MOTION_DOT, MEAN_MOTION_DDOT, LAST_UPDATED       , DATA_SOURCE               , TLE_LINE1                                                            , TLE_LINE2                                                            , N2YO_SAT_NAME              , TLE_FETCHED
39234, 39234 2013-044   2013-044B , P        , GSAT-7                      , INAV 1                      , 2013 Aug 29, S39235      , 2013 Aug 29 2104   , Earth  , -                  , O      -      , INAVC/ISRO  , IN    , ISAC        , I4K?             , ISRO LAM    , 2650     , 1500    ? , 2650     , 4.0  ?, 2.0  ? , 12.0  ?, Box + 2 pan?             , 2013 Sep  3, 35471  , 35799 , 0.22  , GEO/D  -   Insat 4F, ACTIVE, GSAT-7                  , 2013-044B , 2025-10-03T14:00:06.382080,  1.00271638, 0.00056865  ,      0.0679,        85.9103,          168.1842,      42.4924,            0.0, U                  ,      39234.0,          999.0,       4268.0, 0.0           , -7.7e-07       , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 39234U 13044B   25277.43976411 -.00000076  00000-0  00000+0 0  9994, 2 39234   0.0703  85.6254 0005774 168.8015 351.2924  1.00271511 42690, GSAT-7 (INSAT 4F)          , YES
39237, 39237 2013-045   2013-045A , P        , Amos 4                      , Amos 4                      , 2013 Aug 31, S39238      , 2013 Sep  1 0250   , Earth  , -                  , O      -      , IAIS        , IL    , IAI         , Amos-HP          , S400        , 4260     , 2500    ? , 4260     , 6.8   , 2.5  ? , 17.3   , Box + 2 panels           , 2013 Sep  3, 2860   , 35792 , 26.87 , GTO    -           , ACTIVE, AMOS-4                  , 2013-045A , 2025-10-03T16:04:00.897312,  1.00271086, 0.00015855  ,      0.0297,       227.868 ,           11.1067,      79.6536,            0.0, U                  ,      39237.0,          999.0,       4438.0, 0.0           , 8e-08          , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 39237U 13045A   25277.43794411  .00000008  00000-0  00000+0 0  9990, 2 39237   0.0277 224.8300 0001611  15.0612 356.1494  1.00271224 44396, AMOS-4                     , YES
39239, 39239 2013-046   2013-046A , P        , Yaogan Weixing 17           , Jianbing-8 03 zu 01 xing    , 2013 Sep  1, S39242      , 2013 Sep  1 1631?  , Earth  , -                  , O      -      , ZZB         , CN    , CAST        , JB-8             , -           , 500    ? , 500    ?  , 500    ? , 0.5  ?, 0.5  ? , 1.0  ? , Box + 2 Pan              , 2013 Sep  3, 1076   , 1110  , 63.41 , LEO/I  -           , ACTIVE, YAOGAN-17 01A           , 2013-046A , 2025-10-03T14:14:06.916704, 13.4545817 , 0.04034237  ,     63.3903,        31.9453,           10.6893,     350.2394,            0.0, U                  ,      39239.0,          999.0,      59376.0, 7.1110187e-05 , -2.2e-07       , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 39239U 13046A   25277.55934834 -.00000042  00000-0  50174-4 0  9992, 2 39239  63.3904  29.4545 0403496  10.6936 350.2356 13.45458231593897, YAOGAN 17A                 , YES
39240, 39240 2013-046   2013-046B , P        , Yaogan Weixing 17 fu xing y1, Jianbing-8 03 zu 02 xing    , 2013 Sep  1, S39242      , 2013 Sep  1 1631?  , Earth  , -                  , O      -      , ZZB         , CN    , CAST        , -                , -           , 500    ? , 500    ?  , 500    ? , 0.5  ?, 0.5  ? , 1.0  ? , Box + 2 Pan              , 2013 Sep  3, 1076   , 1111  , 63.41 , LEO/I  -           , ACTIVE, YAOGAN-17 01B           , 2013-046B , 2025-10-03T15:10:48.051840, 13.45428569, 0.04034879  ,     63.3913,        32.4085,           10.2554,     350.64  ,            0.0, U                  ,      39240.0,          999.0,      59381.0, 6.234153e-05  , -3e-07         , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 39240U 13046B   25277.52440896 -.00000042  00000-0  49778-4 0  9999, 2 39240  63.3914  30.1094 0403563  10.2589 350.6369 13.45428627593932, YAOGAN 17B                 , YES
39241, 39241 2013-046   2013-046C , P        , Yaogan Weixing 17 fu xing er, Jianbing-8 03 zu 03 xing    , 2013 Sep  1, S39242      , 2013 Sep  1 1631?  , Earth  , -                  , O      -      , ZZB         , CN    , CAST        , -                , -           , 500    ? , 500    ?  , 500    ? , 0.5  ?, 0.5  ? , 1.0  ? , Box + 2 Pan              , 2013 Sep  3, 1079   , 1110  , 63.41 , LEO/I  -           , ACTIVE, YAOGAN-17 01C           , 2013-046C , 2025-10-03T14:32:41.680608, 13.45435425, 0.04043041  ,     63.3909,        31.2973,           10.3293,     350.5734,            0.0, U                  ,      39241.0,          999.0,      59385.0, 9.3866473e-05 , 0.0            , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 39241U 13046C   25277.49794181 -.00000040  00000-0  51799-4 0  9999, 2 39241  63.3911  28.9981 0404376  10.3334 350.5697 13.45435431593970, YAOGAN 17C                 , YES
39249, 39249 2013-048   2013-048A , P        , Gonets-M No. 14L            , Gonets-M No. 14L            , 2013 Sep 11, S39252      , 2013 Sep 12 0107   , Earth  , -                  , O      -      , GONETS      , RU    , RESH        , Strela-3M        , -           , 280      , 280       , 280      , 1.6   , 0.8    , 7.0  ? , Cyl + Ant                , 2013 Sep 14, 1495   , 1510  , 82.49 , LEO/I  -           , ACTIVE, GONETS-M 5              , 2013-048A , 2025-10-03T15:37:03.656064, 12.42870216, 0.00172386  ,     82.4816,       143.3214,           52.5467,     307.7178,            0.0, U                  ,      39249.0,          999.0,      54701.0, 0.00034759085 , 5.8e-07        , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 39249U 13048A   25277.53621549  .00000062  00000-0  37235-3 0  9992, 2 39249  82.4814 142.7696 0017222  50.7365 309.5239 12.42870270547124, GONETS M-5                 , YES
39250, 39250 2013-048   2013-048B , P        , Gonets-M No. 16L            , Gonets-M No. 16L            , 2013 Sep 11, S39252      , 2013 Sep 12 0107   , Earth  , -                  , O      -      , GONETS      , RU    , RESH        , Strela-3M        , -           , 280      , 280       , 280      , 1.6   , 0.8    , 7.0  ? , Cyl + Ant                , 2013 Sep 14, 1493   , 1507  , 82.49 , LEO/I  -           , ACTIVE, GONETS-M 6              , 2013-048B , 2025-10-03T15:34:19.465824, 12.43019886, 0.00196374  ,     82.4846,       144.2022,           84.5025,     275.8294,            0.0, U                  ,      39250.0,          999.0,      54707.0, 0.00039477262 , 6.5e-07        , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 39250U 13048B   25277.53420937  .00000070  00000-0  43185-3 0  9992, 2 39250  82.4844 143.6505 0019646  82.6847 277.6464 12.43019944547184, GONETS M-6                 , YES
39251, 39251 2013-048   2013-048C , P        , Gonets-M No. 17L            , Gonets-M No. 17L            , 2013 Sep 11, S39252      , 2013 Sep 12 0107   , Earth  , -                  , O      -      , GONETS      , RU    , RESH        , Strela-3M        , -           , 280      , 280       , 280      , 1.6   , 0.8    , 7.0  ? , Cyl + Ant                , 2013 Sep 14, 1494   , 1509  , 82.49 , LEO/I  -           , ACTIVE, GONETS-M 7              , 2013-048C , 2025-10-03T14:51:12.013056, 12.42903221, 0.00180784  ,     82.4888,       146.1286,           53.5628,     306.7115,            0.0, U                  ,      39251.0,          999.0,      54696.0, 0.00028862525 , 5e-07          , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 39251U 13048C   25277.50434432  .00000057  00000-0  34189-3 0  9994, 2 39251  82.4886 145.5773 0018066  51.7539 308.5164 12.42903278547079, GONETS M-7                 , YES
39253, 39253 2013-049   2013-049A , P        , Hisaki                      , SPRINT-A                    , 2013 Sep 14, S39254      , 2013 Sep 14 0601   , Earth  , -                  , O      -      , ISASJ       , J     , ISASJ       , SPRINT-A         , -           , 340      , 340       , 340      , 4.0   , 1.0    , 6.0    , Box+2 pan                , 2013 Sep 16, 808    , 973   , 29.75 , LEO/I  -   NAIF750 , ACTIVE, HISAKI (SPRINT-A)       , 2013-049A , 2025-10-03T14:34:32.966400, 13.55506032, 0.01364593  ,     29.7195,        84.4416,           96.7331,     264.879 ,            0.0, U                  ,      39253.0,          999.0,      59658.0, 0.00018581347 , 2.01e-06       , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 39253U 13049A   25276.60732600  .00000201  00000-0  18581-3 0  9994, 2 39253  29.7195  84.4416 0136459  96.7331 264.8790 13.55506032596580, SPRINT-A (HISAKI)          , YES
39256, 39256 2013-050   2013-050A , P ------c, AEHF SV-3                   , AEHF SV-3                   , 2013 Sep 18, S39257      , 2013 Sep 18 0900   , Earth  , -                  , O      -      , AFMCSW      , US    , LMSS        , A2100M           , BT-4/AJ-EP? , 6200     , 4000    ? , 6200     , 9.8   , 2.0  ? , 27.0   , Box + 2 pan              , 2013 Sep 19, 217    , 50052 , 20.59 , HEO    -   USA 246 , ACTIVE, AEHF-3 (USA 246)        , 2013-050A , 2025-10-03T13:03:20.431008,  1.00269856, 0.00931418  ,      4.6548,        69.4693,          180.1593,     194.4767,            0.0, U                  ,      39256.0,          999.0,       4308.0, 0.0           , 3.4e-07        , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 39256U 13050A   25277.48170064  .00000035  00000-0  00000+0 0  9994, 2 39256   4.6571  69.4616 0093170 180.1926 172.9465  1.00270089 43085, AEHF-3 (USA 246)           , YES
39260, 39260 2013-052   2013-052A , P        , Feng Yun 3C                 , FY-3 03 xing                , 2013 Sep 23, S39261      , 2013 Sep 23 0356?  , Earth  , -                  , O      -      , NSMC        , CN    , SISE        , FY-3             , -           , 2200     , 2130      , 2200     , 4.4   , 2.0    , 10.0   , Box + 2 Pan              , 2013 Sep 24, 804    , 815   , 98.80 , LEO/S  -           , ACTIVE, FENGYUN 3C              , 2013-052A , 2025-10-03T15:11:11.359104, 14.15663215, 0.00155893  ,     98.4677,       257.7605,           45.2403,     315.0038,            0.0, U                  ,      39260.0,          999.0,      62226.0, 0.00018353182 , 3.19e-06       , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 39260U 13052A   25277.48090752  .00000284  00000-0  16560-3 0  9994, 2 39260  98.4678 258.5666 0015551  42.9324 317.3062 14.15663714622384, FENGYUN 3C                 , YES
39265, 39265 2013-055   2013-055A , P        , CASSIOPE                    , CASSIOPE                    , 2013 Sep 29, S39271      , 2013 Sep 29 1614   , Earth  , -                  , O      -      , CSA         , CA    , BALM/MDAM   , MAC-200          , -           , 481      , 481       , 481      , 1.4   , 1.8    , 2.0  ? , Hex prism+antennae       , 2013 Oct  7, 325    , 1486  , 81.00 , LEO/I  -           , ACTIVE, CASSIOPE                , 2013-055A , 2025-10-03T13:36:00.358848, 15.04608459, 0.03661783  ,     80.9437,        13.7785,          195.724 ,     163.2373,            0.0, U                  ,      39265.0,          999.0,      62879.0, 0.00095656236 , 0.0006547      , 1.36969e-07     , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 39265U 13055A   25277.43121206  .00061523  34959-7  89713-3 0  9996, 2 39265  80.9437  12.7630 0365822 192.8971 166.2709 15.04715839628921, CASSIOPE                   , YES
39268, 39268 2013-055   2013-055D , P        , POPACS 1                    , POPACS 1                    , 2013 Sep 29, S39290      , 2013 Sep 29 1617   , Earth  , -                  , O      -      , POPACS      , US    , PSC         , POPACS           , -           , 1        , 1         , 1        , 0.1   , 0.1    , 0.1    , Sphere                   , 2013 Oct  7, 324    , 1476  , 81.00 , LEO/I  -           , ACTIVE, POPACS 1                , 2013-055D , 2025-10-03T01:03:17.286912, 15.58535548, 0.01770475  ,     80.9601,       302.7339,          299.9966,      58.3814,            0.0, U                  ,      39268.0,          999.0,      63249.0, 0.00076428843 , 0.00125334     , 3.383116e-06    , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 39268U 13055D   25276.04395008  .00125334  33831-5  76429-3 0  9995, 2 39268  80.9601 302.7339 0177047 299.9966  58.3814 15.58535548632499, POPACS 1                   , YES
39269, 39269 2013-055   2013-055E , P        , POPACS 2                    , POPACS 2                    , 2013 Sep 29, S39292      , 2013 Sep 29 1617   , Earth  , -                  , O      -      , POPACS      , US    , PSC         , POPACS           , -           , 1.500    , 1.500     , 1.500    , 0.1   , 0.1    , 0.1    , Sphere                   , 2013 Oct  7, 324    , 1476  , 81.00 , LEO/I  -           , ACTIVE, POPACS 2                , 2013-055E , 2025-10-03T10:56:21.958944, 14.79659327, 0.0460633   ,     80.9933,        75.7913,          292.4843,      62.8213,            0.0, U                  ,      39269.0,          999.0,      62508.0, 0.00043243816 , 0.00022624     , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 39269U 13055E   25276.45580971  .00022624  00000-0  43244-3 0  9990, 2 39269  80.9933  75.7913 0460633 292.4843  62.8213 14.79659327625085, POPACS 2                   , YES
39270, 39270 2013-055   2013-055F , P        , POPACS 3                    , POPACS 3                    , 2013 Sep 29, S39293      , 2013 Sep 29 1617   , Earth  , -                  , O      -      , POPACS      , US    , PSC         , POPACS           , -           , 2        , 2         , 2        , 0.1   , 0.1    , 0.1    , Sphere                   , 2013 Oct 10, 324    , 1481  , 81.00 , LEO/I  -           , ACTIVE, POPACS 3                , 2013-055F , 2025-10-03T15:19:37.686432, 14.50192585, 0.05756831  ,     81.004 ,       146.1597,          128.1634,     237.2895,            0.0, U                  ,      39270.0,          999.0,      60129.0, 0.00040168508 , 0.00016263     , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 39270U 13055F   25276.63863063  .00016263  00000-0  40169-3 0  9993, 2 39270  81.0040 146.1597 0575683 128.1634 237.2895 14.50192585601292, POPACS 3                   , YES
39285, 39285 2013-056   2013-056A , P      O , Astra 2E                    , Astra 2E                    , 2013 Sep 29, S39286      , 2013 Sep 30 0650   , Earth  , -                  , O      -      , SESSA       , L     , EADSB       , Eurostar 3000    , R-4D?       , 6052     , 3000    ? , 6052     , 6.8   , 2.8    , 39.8   , Box + 2 panels           , 2013 Oct  7, 35672  , 35730 , 0.14  , GEO/D  -   EUTELSAT, ACTIVE, ASTRA 2E                , 2013-056A , 2025-10-03T20:38:10.170816,  1.00274434, 0.0002689   ,      0.0679,       332.8213,          221.755 ,     156.2944,            0.0, U                  ,      39285.0,          999.0,       4384.0, 0.0           , 1.51e-06       , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 39285U 13056A   25276.85983994  .00000151  00000-0  00000+0 0  9995, 2 39285   0.0679 332.8213 0002689 221.7550 156.2944  1.00274434 43845, ASTRA 2E                   , YES
39358, 39358 2013-057   2013-057A , P        , Shi Jian 16                 , Shi Jian 16 hao 01 xing     , 2013 Oct 25, S39359      , 2013 Oct 25 0405?  , Earth  , -                  , O      -      , NSMC        , CN    , SISE        , SJ-16            , -           , 2000    ?, 2000    ? , 2000    ?, 4.0  ?, 2.0  ? , 10.0  ?, Box + 2 Pan?             , 2013 Oct 27, 600    , 616   , 74.98 , LEO/I  -           , ACTIVE, SHIJIAN-16 (SJ-16)      , 2013-057A , 2025-10-03T14:07:30.580896, 14.9164601 , 0.00163742  ,     74.9706,       122.3515,          136.6898,     223.558 ,            0.0, U                  ,      39358.0,          999.0,      64807.0, 0.0002403429  , 2.393e-05      , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 39358U 13057A   25277.52753266  .00002063  00000-0  20760-3 0  9992, 2 39358  74.9704 120.5756 0016328 134.2703 225.9828 14.91649414648217, SHIJIAN-16 (SJ-16)         , YES
39360, 39360 2013-058   2013-058A , P        , Sirius FM-6                 , Sirius CD Radio 6           , 2013 Oct 25, S39361      , 2013 Oct 26 0320   , Earth  , -                  , O      -      , SIRX        , US    , SSL         , FS-1300          , R-4D-11-164 , 3800    ?, 1500    ? , 3800    ?, 5.2   , 5.6    , 24.8   , Box+2 panels             , 2013 Nov  2, 35706  , 35791 , 0.09  , GEO/D  -           , ACTIVE, FM-6                    , 2013-058A , 2025-10-03T09:34:46.252416,  1.0027394 , 0.00023146  ,      0.0259,       125.8507,           50.8273,     223.1976,            0.0, U                  ,      39360.0,          999.0,       4348.0, 0.0           , -1.7e-07       , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 39360U 13058A   25277.46282740 -.00000016  00000-0  00000+0 0  9991, 2 39360   0.0230 128.3530 0002069  47.9447 247.5639  1.00272403 43497, SIRIUS FM-6                , YES
39375, 39375 2013-062   2013-062A , P        , Raduga-1M                   , Globus-1M No. 13L           , 2013 Nov 11, S39376      , 2013 Nov 12 0847   , Earth  , -                  , O      -      , VVKO        , RU    , RESH/POLK   , KAUR-4           , -           , 2500    ?, 2200    ? , 2500    ?, 5.0  ?, 2.0  ? , 20.0  ?, Step Cyl + 2 Pan         , 2013 Nov 20, 35433  , 35748 , 0.17  , GEO/D  -           , ACTIVE, RADUGA-1M 3             , 2013-062A , 2025-10-03T13:48:53.563680,  1.00271926, 0.00027923  ,      5.3049,        75.4699,          306.0594,     233.2381,            0.0, U                  ,      39375.0,          999.0,       4353.0, 0.0           , 1.59e-06       , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 39375U 13062A   25277.14656953  .00000159  00000-0  00000+0 0  9995, 2 39375   5.3066  75.4623 0002736 307.2793  78.1277  1.00270946 43542, RADUGA-1M 3                , YES
